RTBT_Diag:WS20 200.60282454 331.136708341 -12.5327621291 
RTBT_Diag:WS21 462.504011184 144.055569128 -17.3283340264 
RTBT_Diag:WS23 426.827213985 150.88270636 -1.16923004016 
RTBT_Diag:WS24 217.905606756 348.012478556 -14.4072366364 
