RTBT_Diag:WS20 30.623937928 61.5742475339 -2.67198910094 
RTBT_Diag:WS20 28.5481621914 89.8522818943 14.3374109128 
RTBT_Diag:WS20 26.3969527653 103.597000942 10.5846389535 
RTBT_Diag:WS20 27.120182215 114.749801671 14.0435072025 
RTBT_Diag:WS20 28.2855755881 126.647224695 13.3877225668 
RTBT_Diag:WS20 27.8553952853 141.764085457 12.7308652266 
RTBT_Diag:WS20 29.2608069269 153.704626563 14.9618185596 
RTBT_Diag:WS20 29.6696119878 170.009260109 12.2178221311 
RTBT_Diag:WS20 30.8677320096 182.822101647 9.99818859391 
RTBT_Diag:WS20 32.764262868 193.883078739 6.75540448097 
RTBT_Diag:WS21 73.8234602998 26.5833271397 -10.2049837994 
RTBT_Diag:WS21 67.2491002071 37.9891309767 15.6636589126 
RTBT_Diag:WS21 65.0586162121 45.1538404682 4.3292114768 
RTBT_Diag:WS21 65.962575173 49.101556573 10.3123824978 
RTBT_Diag:WS21 67.899775872 54.0156798289 7.82267542896 
RTBT_Diag:WS21 67.8618319987 59.3734854545 7.45166887563 
RTBT_Diag:WS21 68.1963353469 65.9328247636 9.37580512425 
RTBT_Diag:WS21 67.0593929584 71.0958290448 8.3320912808 
RTBT_Diag:WS21 66.7226843776 77.0341344409 7.4429888687 
RTBT_Diag:WS21 69.2504756577 80.6787757408 6.19301017564 
RTBT_Diag:WS23 62.6328677823 17.4926726373 -15.1444363032 
RTBT_Diag:WS23 58.2269258364 23.3551354837 7.64106631929 
RTBT_Diag:WS23 57.3920374718 27.1357511082 -1.80155567506 
RTBT_Diag:WS23 63.0601388048 28.2933902149 3.07989349839 
RTBT_Diag:WS23 68.8681544428 30.1864889244 2.03225901834 
RTBT_Diag:WS23 75.8807509234 33.1581565965 1.65843323671 
RTBT_Diag:WS23 84.3768435063 35.2827848267 3.54980043187 
RTBT_Diag:WS23 92.8221924214 37.8908793773 1.88363780043 
RTBT_Diag:WS23 102.622764877 39.6133858705 3.00431858529 
RTBT_Diag:WS23 113.68673353 40.1345396804 1.80658492962 
RTBT_Diag:WS24 35.7394620908 43.4334840224 -20.3631916854 
RTBT_Diag:WS24 29.3998576653 61.0082701665 9.50195225354 
RTBT_Diag:WS24 28.6286622538 70.7217217597 -1.57063540942 
RTBT_Diag:WS24 30.6621704495 74.1762404631 3.76766265765 
RTBT_Diag:WS24 32.0996710448 79.8052408329 2.10200207117 
RTBT_Diag:WS24 34.3193326415 85.3853216216 2.12387121305 
RTBT_Diag:WS24 36.782881029 95.4505736481 1.60092171841 
RTBT_Diag:WS24 39.5787005923 101.067787118 0.0495866488728 
RTBT_Diag:WS24 43.1871948141 107.044133063 0.716691542162 
RTBT_Diag:WS24 47.2091756498 108.361059557 -0.91648257676 
