node_id mu_x mu_y alpha_x alpha_y beta_x beta_y
RTBT_Mag:QV11 2.80413115435 3.71004096657 0.672427017517 -1.80725044079 2.21696182078 12.0002102405
RTBT_Mag:DCV11 3.16013401829 3.77568328019 -0.52443305183 2.4856162959 2.35381312231 9.97955902243
RTBT_Diag:BCM11 3.62453816219 4.03599435919 -1.39074552609 1.33525122776 5.41673140947 3.86889908397
RTBT_Diag:BLM12 3.82232528168 4.71643765904 -1.86276183093 0.205750075037 10.8127558875 1.48138431658
RTBT_Mag:QH12 3.82232528168 4.71643765904 -1.86276183093 0.205750075037 10.8127558875 1.48138431658
RTBT_Mag:DCV13 4.52912341833 5.84727719382 0.235650803648 -4.041754779 4.54931888012 21.7734211288
RTBT_Diag:BPM13 4.5736770086 5.8561641434 0.189081214841 -4.20156127272 4.46406921776 23.4279700668
RTBT_Diag:BLM13 4.60879006438 5.86263439557 0.0304909936255 -3.63963065388 4.41691005542 24.7223874179
RTBT_Mag:QV13 4.60879006438 5.86263439557 0.0304909936255 -3.63963065388 4.41691005542 24.7223874179
RTBT_Diag:BLM_Mov01 4.78798633318 5.89895770377 -1.49289178831 2.48647570057 6.18154207177 22.9078412907
Begin_Of_RTBT2 4.8335588085 5.91261014437 -1.65089170377 2.39162999103 7.13253029056 21.4322240752
RTBT_Mag:DH13 4.86652988954 5.92454976861 -1.78084422896 2.31362083879 7.98634619062 20.2615576687
RTBT_Diag:BLM14 5.11303894638 6.19608515502 -2.24621818795 1.06504403979 23.5764032157 8.08504329389
RTBT_Mag:QH14 5.11303894638 6.19608515502 -2.24621818795 1.06504403979 23.5764032157 8.08504329389
RTBT_Mag:DCH14 5.14527958782 0.00852426691225 2.22042299581 -0.567695546548 22.1640300214 8.1786265259
RTBT_Diag:BCM14 5.22781707021 0.177895210301 1.80596763515 -0.818129892377 15.9271509341 10.3252701308
RTBT_Diag:BLM15 5.39859793798 0.350149785224 1.04947145056 -0.859777020213 9.54561233734 14.4468256391
RTBT_Mag:QV15 5.39859793798 0.350149785224 1.04947145056 -0.859777020213 9.54561233734 14.4468256391
RTBT_Diag:BPM15 5.45790713422 0.388963633747 -0.758046443818 1.72356314092 9.56892849238 13.6647768952
RTBT_Mag:DCV15 5.47855149732 0.4040324313 -0.791075342657 1.66524026858 9.87985892263 12.9845966077
RTBT_Diag:BLM16 5.82692258622 1.23444392901 -1.22584698738 0.138143182471 21.9970489556 3.58544900393
RTBT_Mag:QH16 5.82692258622 1.23444392901 -1.22584698738 0.138143182471 21.9970489556 3.58544900393
RTBT_Diag:BLM_Mov02 5.84504809478 1.34515100176 1.89810311261 -0.496884111281 21.7228937571 3.72626784047
RTBT_Diag:BPM16 5.85233380175 1.38600892395 2.24227292776 -0.618674208716 21.036624605 3.90710745156
RTBT_Mag:DCH16 5.86208324763 1.43575694252 2.18476078217 -0.689708560292 20.1480569609 4.16971819066
RTBT_Diag:BLM17 0.0819917022926 2.01829588253 0.623418002767 -2.03157517804 5.41802679618 20.063624756
RTBT_Mag:QV17 0.0819917022926 2.01829588253 0.623418002767 -2.03157517804 5.41802679618 20.063624756
RTBT_Diag:BPM17 0.186237190594 2.04568820373 -0.543109329885 1.91327475317 5.48427893388 19.6993865957
RTBT_Mag:DCV17 0.222106591801 2.05607924579 -0.590502644293 1.86578841473 5.71181072767 18.940875711
RTBT_Diag:BPM18 0.738503441152 2.51646334709 -1.74252282303 0.711507039998 17.0943760178 6.36654499906
RTBT_Diag:BLM18 0.747475773169 2.54136080178 -1.42583097862 0.55125729027 17.6254570869 6.15677237981
RTBT_Mag:QH18 0.747475773169 2.54136080178 -1.42583097862 0.55125729027 17.6254570869 6.15677237981
RTBT_Diag:BLM19a 1.34992382391 3.12514346198 0.399581148728 -1.44595156621 5.48678120146 19.3278110935
RTBT_Mag:QV19 1.34992382391 3.12514346198 0.399581148728 -1.44595156621 5.48678120146 19.3278110935
RTBT_Diag:BPM19 1.45085498362 3.15388574251 -0.706749611947 1.98995583702 5.75593588754 18.6390797052
RTBT_Mag:DCV19 1.48487392146 3.16488955585 -0.759038179457 1.93654514034 6.05014001831 17.850975988
RTBT_Diag:BLM19b 1.78466986093 3.34903425308 -1.39559757576 1.28632497836 11.3149623213 9.97593797318
RTBT_Diag:BLM20 1.95650156334 3.72095278075 -1.66417432125 0.494603417909 20.2764118559 5.10151888577
RTBT_Mag:QH20 1.95650156334 3.72095278075 -1.66417432125 0.494603417909 20.2764118559 5.10151888577
RTBT_Mag:DCH20 1.99417704572 3.86858309025 1.90680091328 -0.58501397801 18.9375460102 5.44348173826
RTBT_Diag:WS20 2.36861892789 4.36086359565 0.865366331451 -1.63401628716 7.14406459801 14.8837823678
RTBT_Diag:BLM21a 2.48868448168 4.409124487 0.555036085941 -1.47395526097 5.94842002156 17.5669028775
RTBT_Mag:QV21 2.48868448168 4.409124487 0.555036085941 -1.47395526097 5.94842002156 17.5669028775
RTBT_Diag:BLM_Mov03 2.55691774894 4.43161916084 -0.459908182551 1.34206288401 5.91116266469 17.6208184259
RTBT_Diag:BPM21 2.58289592353 4.44058715421 -0.61365197633 1.66141570108 6.09094654874 17.115416819
RTBT_Mag:DCV21 2.61518438956 4.45254669772 -0.659013828956 1.6173183069 6.34638839318 16.4573290013
RTBT_Diag:BLM21b 2.8743646552 4.60626673794 -1.11982962874 1.16934771503 9.97342529962 10.7753559959
RTBT_Diag:WS21 3.01267779012 4.78996911102 -1.49153583267 0.808002795324 14.268338074 7.52320761155
RTBT_Diag:BPM22 3.08700317234 4.97025515892 -1.76165394231 0.545414208936 18.1565504931 5.90560360805
RTBT_Diag:BLM22a 3.0954570066 4.99701273049 -1.4219208686 0.395991054807 18.6922741699 5.74676053389
RTBT_Mag:QH22 3.0954570066 4.99701273049 -1.4219208686 0.395991054807 18.6922741699 5.74676053389
RTBT_Diag:BLM22b 3.394205485 5.45945436002 1.06616191502 -1.60302719766 8.36307041053 13.7512898382
RTBT_Diag:BLM23 3.69880682981 5.57539858523 0.459560947384 -1.691750156 5.16002533616 21.0502169682
RTBT_Mag:QV23 3.69880682981 5.57539858523 0.459560947384 -1.691750156 5.16002533616 21.0502169682
RTBT_Diag:BPM23 3.8070504194 5.60170915991 -0.584837185175 2.06864519351 5.32416484032 20.4225954329
RTBT_Mag:DCV23 3.8439191523 5.61174081688 -0.635430118972 2.01676011328 5.56908957201 19.6025973922
RTBT_Diag:WS23 4.31381896692 5.96915595398 -1.68797356564 0.937334646631 15.2708938102 7.26722526051
RTBT_Diag:BLM24 4.36514770077 6.10130817788 -1.53675356479 0.597981220983 18.3384963381 5.85351558817
RTBT_Mag:QH24 4.36514770077 6.10130817788 -1.53675356479 0.597981220983 18.3384963381 5.85351558817
RTBT_Diag:BPM24 4.39528834442 6.19751600782 1.73664927523 -0.549768083412 17.865034077 5.93609287672
RTBT_Diag:WS24 4.78813254392 0.392663462913 0.76892052234 -1.49417925035 7.07865632127 14.7352043907
RTBT_Diag:BLM25 4.90801710563 0.441705280388 0.472672095643 -1.32038664979 6.02144113443 17.1838583638
RTBT_Mag:QV25 4.90801710563 0.441705280388 0.472672095643 -1.32038664979 6.02144113443 17.1838583638
RTBT_Diag:BLM_Mov04 4.97502246412 0.464765859179 -0.558864655218 1.4269625716 6.0551985309 17.1402912604
RTBT_Diag:BPM25 5.00032663041 0.473995605499 -0.718029688043 1.73352671417 6.26697110516 16.6114249293
RTBT_Diag:BCM25 5.31010890123 0.686079876135 -1.34791050062 1.10554192469 11.6479189205 9.21678675249
RTBT_Diag:BLM26 5.48157679653 1.08110389965 -0.624257719093 0.129527925044 20.2292978929 5.11549498573
RTBT_Mag:QH26 5.48157679653 1.08110389965 -0.624257719093 0.129527925044 20.2292978929 5.11549498573
RTBT_Diag:BLM27 1.63631022326 1.56863194652 -2.1163327746 -1.43126609195 3.97809861083 37.3833047424
RTBT_Mag:QV27 1.63631022326 1.56863194652 -2.1163327746 -1.43126609195 3.97809861083 37.3833047424
RTBT_Diag:BPM27 1.79276337377 1.59728558927 -5.29383897111 4.76336178754 11.5426927306 31.7067562938
RTBT_Diag:BLM28 1.85087937346 1.63277625399 -4.94594587966 1.23236847792 23.3111090749 24.0872012196
RTBT_Mag:QH28 1.85087937346 1.63277625399 -4.94594587966 1.23236847792 23.3111090749 24.0872012196
RTBT_Mag:DCH28 1.89882081768 1.6780540445 1.61227976554 -6.35287900814 24.1483788479 33.0922173987
RTBT_Mag:DCV28 1.89882081768 1.6780540445 1.61227976554 -6.35287900814 24.1483788479 33.0922173987
RTBT_Diag:BLM29 2.07316657643 1.73922296747 -0.0579037000336 -3.78267288434 15.4640796188 86.9010332798
RTBT_Mag:QV29 2.07316657643 1.73922296747 -0.0579037000336 -3.78267288434 15.4640796188 86.9010332798
RTBT_Diag:BPM29 2.13387330235 1.7514633497 -3.25420197131 10.5631043755 19.5626091597 74.8183735138
RTBT_Diag:BLM30 2.17645424873 1.76640579878 -2.99284785503 7.32299442728 26.1557305052 56.373546644
RTBT_Mag:QH30 2.17645424873 1.76640579878 -2.99284785503 7.32299442728 26.1557305052 56.373546644
RTBT_Mag:DCH30 2.21869393497 1.79046855852 -1.14735999022 3.02270428469 30.2399392935 46.0201506974
RTBT_Mag:DCV30 2.21869393497 1.79046855852 -1.14735999022 3.02270428469 30.2399392935 46.0201506974
RTBT_Diag:Harp30 2.25272358285 1.81550417344 -1.22942323343 2.78673264774 32.7861776538 39.7965241494
RTBT_Diag:BPM30 2.26071169762 1.82227587981 -1.24968464953 2.7284712467 33.4419091262 38.3377361737
RTBT_Vac:VIW 2.42380223755 2.16465938153 -1.78034334979 1.20257003623 54.4324068813 11.1054752035
RTBT:Tgt 2.46347951108 2.43751266381 -1.95845794476 0.690404164019 63.1258676514 6.7039315931
