node_id M11 M12 M13 M14 M21 M22 M23 M34 M31 M32 M33 M34 M41 M42 M43 M44
Begin_Of_RTBT1 2.60885771747 -16.7743148667 0.0 0.0 0.158119278053 -0.633358632592 0.0 0.0 0.0 0.0 0.621066457821 7.79972804409 0.0 0.0 -0.174150672239 -0.576955779286
Ring_Mag:EKick01 2.60885771747 -17.8778616812 0.0 0.0 0.158119278053 -0.700243087209 0.0 0.0 0.0 0.0 0.621066457821 7.53701693243 0.0 0.0 -0.174150672239 -0.503290044929
Ring_Mag:EKick02 2.60885771747 -19.0622830849 0.0 0.0 0.158119278053 -0.772029239445 0.0 0.0 0.0 0.0 0.621066457821 7.25505276058 0.0 0.0 -0.174150672239 -0.424225639733
Ring_Mag:EKick03 2.60885771747 -20.3145347893 0.0 0.0 0.158119278053 -0.84792649291 0.0 0.0 0.0 0.0 0.621066457821 6.95694086082 0.0 0.0 -0.174150672239 -0.340633317058
Ring_Mag:EKick04 2.60885771747 -21.7050559527 0.0 0.0 0.158119278053 -0.932204068113 0.0 0.0 0.0 0.0 0.621066457821 6.6259124388 0.0 0.0 -0.174150672239 -0.247811008754
Ring_Mag:EKick05 2.60885771747 -23.2312377174 0.0 0.0 0.158119278053 -1.02470384577 0.0 0.0 0.0 0.0 0.621066457821 6.26258856098 0.0 0.0 -0.174150672239 -0.145932865494
Ring_Mag:EKick06 2.60885771747 -24.7574194822 0.0 0.0 0.158119278053 -1.11720362344 0.0 0.0 0.0 0.0 0.621066457821 5.89926468315 0.0 0.0 -0.174150672239 -0.0440547222344
Ring_Mag:EKick07 2.60885771747 -26.2836012469 0.0 0.0 0.158119278053 -1.2097034011 0.0 0.0 0.0 0.0 0.621066457821 5.53594080533 0.0 0.0 -0.174150672239 0.0578234210256
Ring_Mag:QTH_C10 -4.04728098402 -28.6971386596 0.0 0.0 -0.158467478569 -1.37068892114 0.0 0.0 0.0 0.0 -0.494546004605 4.88223348214 0.0 0.0 -0.235586985612 0.30369402991
Ring_Mag:QTV_C11 -6.29568864574 -19.6520031085 0.0 0.0 -0.261164964285 -0.974065751187 0.0 0.0 0.0 0.0 -0.43878378927 6.21559434282 0.0 0.0 -0.20311881213 0.598253960182
Ring_Mag:EKick08 -2.5325488501 -16.7548601949 0.0 0.0 -0.0732921382512 -0.879745924623 0.0 0.0 0.0 0.0 0.794104747412 5.62685588746 0.0 0.0 -0.0802215335212 0.690847137727
Ring_Mag:EKick09 -2.5325488501 -15.4657928302 0.0 0.0 -0.0732921382512 -0.842440226253 0.0 0.0 0.0 0.0 0.794104747412 5.22265657103 0.0 0.0 -0.0802215335212 0.731679898289
Ring_Mag:EKick10 -2.5325488501 -14.1741929167 0.0 0.0 -0.0732921382512 -0.805061235745 0.0 0.0 0.0 0.0 0.794104747412 4.81766314985 0.0 0.0 -0.0802215335212 0.772592880385
Ring_Mag:EKick11 -2.5325488501 -12.8927231985 0.0 0.0 -0.0732921382512 -0.76797541379 0.0 0.0 0.0 0.0 0.794104747412 4.41584614766 0.0 0.0 -0.0802215335212 0.813184976347
Ring_Mag:EKick12 -2.5325488501 -11.6535470462 0.0 0.0 -0.0732921382512 -0.732113570544 0.0 0.0 0.0 0.0 0.794104747412 4.02729069475 0.0 0.0 -0.0802215335212 0.852437372699
Ring_Mag:EKick13 -2.5325488501 -10.4650218708 0.0 0.0 -0.0732921382512 -0.697717570063 0.0 0.0 0.0 0.0 0.794104747412 3.65461733679 0.0 0.0 -0.0802215335212 0.89008533838
Ring_Mag:EKick14 -2.5325488501 -9.27193810753 0.0 0.0 -0.0732921382512 -0.663189643732 0.0 0.0 0.0 0.0 0.794104747412 3.28051459029 0.0 0.0 -0.0802215335212 0.927877702822
RTBT_Mag:ExSptm -2.5325488501 6.71432318249 0.0 0.0 -0.0732921382512 -0.200546140314 0.0 0.0 0.0 0.0 0.794104747412 -1.732129483 0.0 0.0 -0.0802215335212 1.43426177352
RTBT_POST_SEPTUM -2.63307430137 15.9583346957 0.0 0.0 -0.0769136662893 0.0863682537162 0.0 0.0 0.0 0.0 0.65575978524 -4.54263580594 0.0 0.0 -0.0192022682503 1.65796826182
RTBT_Mag:QV01 -6.28002566667 23.2736655353 0.0 0.0 -0.121720268642 0.2918581736 0.0 0.0 0.0 0.0 -0.330716536592 -6.11323577794 0.0 0.0 0.253993565873 1.67128792517
RTBT_Diag:BLM02 -7.76934541477 30.3296288425 0.0 0.0 -0.138862424702 0.413374052759 0.0 0.0 0.0 0.0 -0.866122937188 -5.28167101096 0.0 0.0 0.40597135657 1.32106782553
RTBT_Mag:QH02 -7.76934541477 30.3296288425 0.0 0.0 -0.138862424702 0.413374052759 0.0 0.0 0.0 0.0 -0.866122937188 -5.28167101096 0.0 0.0 0.40597135657 1.32106782553
RTBT_Diag:WS02 2.34674956474 23.722098193 0.0 0.0 0.0018116555591 0.444434415471 0.0 0.0 0.0 0.0 0.802349201784 -8.02849683829 0.0 0.0 0.00518287970777 1.19447899309
RTBT_Diag:BCM02 2.34674956474 22.1568162333 0.0 0.0 0.0018116555591 0.443226041214 0.0 0.0 0.0 0.0 0.802349201784 -8.56366375588 0.0 0.0 0.00518287970777 1.19102201232
RTBT_Diag:BLM03 1.76826668496 20.1718599372 0.0 0.0 -0.0108283918716 0.441998484997 0.0 0.0 0.0 0.0 0.538438351665 -9.2406715007 0.0 0.0 0.0391251524142 1.18575750994
RTBT_Mag:QV03 1.76826668496 20.1718599372 0.0 0.0 -0.0108283918716 0.441998484997 0.0 0.0 0.0 0.0 0.538438351665 -9.2406715007 0.0 0.0 0.0391251524142 1.18575750994
