RTBT_Mag:QH18 RTBT_Mag:QV19 RTBT_Mag:QH26 RTBT_Mag:QV27 RTBT_Mag:QH28 RTBT_Mag:QV29 RTBT_Mag:QH30 
1.66796521076 -1.67353579239 2.55802708518 -1.38935269222 1.89153825936 -1.08681844226 0.438528327921 
1.65770431819 -1.60614539662 2.16014488514 -1.49360876075 1.87018211994 -1.01998332849 0.489051020003 
1.66959284589 -1.76342818903 2.12995855828 -1.24841360215 1.9425309476 -1.23868824452 0.535365709193 
1.70356180628 -1.85194742119 2.27109874257 -1.26729576091 1.9166892074 -1.2108761578 0.515247160294 
1.74115157267 -1.93022847387 2.45668687231 -1.29642437098 1.87174026915 -1.20268389516 0.533951707249 
1.74577779624 -1.97919868495 2.37312586329 -1.28310628866 1.90267190981 -1.21305640224 0.509828974514 
1.76684220467 -2.0500818054 2.2740109695 -1.34075474359 1.90569159341 -1.17973501231 0.522284228637 
1.75549468714 -2.06888869001 2.11188790942 -1.41033911338 1.97869251605 -1.1496190332 0.496431065896 
1.79412858245 -2.19514746238 2.10894026909 -1.38568492208 1.95522252378 -1.13204634106 0.488765763145 
1.75698778606 -2.07544037267 2.0505898947 -1.50967023335 2.00007894472 -1.14698103609 0.531445612644 
1.75734994486 -2.04508176431 2.08950074347 -1.55211418753 1.97677193665 -1.1742357891 0.583317618186 
1.84729879588 -2.36905902685 2.42011541556 -1.4125542987 1.92437749047 -1.09857576181 0.443613640418 
1.74357396694 -1.56601643148 2.22042849615 -1.45640650898 1.77679067336 -1.05957553237 0.554511579151 
1.77226301301 -1.76741416271 2.33860146781 -1.26586962042 1.84249186704 -1.19093604438 0.532364122362 
1.76505498265 -1.69503206943 2.04617184211 -1.45587793193 1.82796578879 -1.03816489857 0.509651079605 
1.79421557644 -1.8851329423 2.31487465849 -1.27634692261 1.87843120218 -1.17521649523 0.492818680816 
1.81200674312 -1.95325275303 2.32194524151 -1.26615468372 1.87479239219 -1.19341678436 0.50965630836 
1.81946348392 -2.01147519231 2.28558741246 -1.24736902838 1.89932069292 -1.21589361341 0.502327765805 
1.83924113975 -2.05999428503 2.30835057184 -1.33101203194 1.88832181365 -1.18562066122 0.520467691992 
1.83508298187 -2.12186932206 2.1372516506 -1.33884258188 1.9623555803 -1.18702195985 0.497541462456 
1.8390362122 -2.17649247117 2.0812653828 -1.37306185783 2.00265584934 -1.18511907314 0.5049692078 
1.85854599036 -2.24466919053 2.08097986157 -1.3822786682 1.99109677371 -1.18280157716 0.52333552836 
1.86670736824 -2.2491818568 2.16520443262 -1.47058294423 1.96979899388 -1.14848574031 0.545966076927 
1.88589838984 -2.33508955857 2.07124047602 -1.39719504075 1.9714654192 -1.18313953227 0.543945137118 
1.83849494104 -1.72875822451 2.39077091967 -1.30838553019 1.80066175123 -1.13748564577 0.51390017349 
1.83268448905 -1.67079357999 2.24239403915 -1.44780742314 1.79210491144 -1.03255558366 0.486539798824 
1.85748272807 -1.82857627679 2.28728659791 -1.32345457661 1.82845478179 -1.12439239949 0.495912589169 
1.86328347161 -1.90319997667 2.35748117945 -1.2618800122 1.86601321209 -1.17964407949 0.486415426574 
1.87640462159 -1.96420615974 2.3668727805 -1.24109415436 1.86906801355 -1.20833293884 0.501516230649 
1.88104591845 -2.003314672 2.2381770862 -1.27592206789 1.89593892169 -1.20517671479 0.507332147333 
1.90612333306 -2.06814710777 2.3529469004 -1.31456857863 1.86957987671 -1.19890675953 0.524128513343 
1.90329279092 -2.13328575733 2.16343973393 -1.31810003572 1.94117217815 -1.19179615437 0.486673537825 
1.91326920862 -2.2273001369 2.14300104913 -1.32114473762 1.97764338913 -1.20943998419 0.516248989977 
1.92521332337 -2.25836187278 2.09836886969 -1.37976366383 1.97569320928 -1.16943415164 0.501699657178 
1.92041891445 -2.31010940932 2.00703370552 -1.3826228684 2.04316044373 -1.20052655357 0.531037242903 
1.95712348779 -2.42151255331 2.09621558172 -1.29013856749 1.9676979874 -1.21026265273 0.543873790913 
1.90106664282 -1.73891310304 2.3869359121 -1.34405305331 1.79811614638 -1.08264540777 0.466188929859 
1.91002646103 -1.80947754662 2.40585014864 -1.28760689492 1.82016497627 -1.14734118797 0.493070044426 
1.92005182709 -1.85973836015 2.39310642688 -1.27943819879 1.82656270891 -1.17194194357 0.51608890107 
1.92487517575 -1.91005794367 2.35292496389 -1.26973554323 1.85585675789 -1.17497521025 0.488194370306 
1.9338077057 -1.97399451237 2.32631500855 -1.25471627285 1.87576767756 -1.19683331364 0.496316493595 
1.94103916745 -2.02906415112 2.27891956219 -1.24986948553 1.89745534415 -1.21998987809 0.50688989042 
1.96400248591 -2.08136854416 2.34017960484 -1.32043233262 1.87400424777 -1.20227806228 0.534833824591 
1.96570044233 -2.09910302317 2.27209582406 -1.39704874644 1.90106363 -1.16531790325 0.515975491719 
1.97386267427 -2.22289607223 2.09154189428 -1.32724639976 1.96893635325 -1.1845344548 0.478232271846 
1.97733610229 -2.27249004311 2.08599697528 -1.3768327619 1.99889410358 -1.18933233138 0.519074192386 
1.99332673548 -2.33182549733 2.06683457412 -1.37236905657 1.99258277021 -1.17300035083 0.499708506876 
1.9992585253 -2.38237637312 2.05273480378 -1.37643111327 2.01230324035 -1.1791187441 0.510678703185 
1.94198679941 -1.69003664111 2.24627902932 -1.42660380049 1.81682969666 -1.00842454455 0.427302169029 
1.96707432306 -1.81508016439 2.36808303079 -1.31078084391 1.8210556825 -1.12720562969 0.485951867928 
1.97342562848 -1.87267961142 2.34567529719 -1.28442030153 1.84317808403 -1.16098522176 0.501403261631 
1.98366233807 -1.92564556774 2.34968575434 -1.26877660538 1.85424915656 -1.17370864287 0.489037859864 
1.99025982335 -1.98199758026 2.31250110576 -1.25712330856 1.87683697593 -1.19855447122 0.499957543747 
1.99596594516 -2.03283982601 2.26362445592 -1.25775538219 1.90240770205 -1.21682262416 0.502897671037 
2.00149354657 -2.07823484823 2.13697963403 -1.28083924241 1.93005871789 -1.22990905808 0.523454373668 
2.03970651483 -2.13649570643 2.31902887485 -1.36840452178 1.85882608984 -1.17573363383 0.531072342651 
2.0265410845 -2.21072533938 2.07249354603 -1.35510621374 1.97525336263 -1.17404705659 0.471196863741 
2.0419449898 -2.28516679963 2.07993113589 -1.36757363919 1.98077428259 -1.16413320399 0.474869273271 
2.0419332329 -2.35416141506 2.02975743295 -1.35801526169 2.03340786107 -1.20535459385 0.529452959661 
2.0537217644 -2.40053637349 2.0356234385 -1.34654551191 2.02725432143 -1.21228178822 0.53190754383 
2.01410871073 -1.77379173753 2.3553739296 -1.32758909824 1.8202572713 -1.10430956412 0.470630888015 
