RTBT_Diag:WS20 263.274767916 489.600626881 -15.2027482336 
RTBT_Diag:WS20 244.19313682 472.251010558 -12.7294653123 
RTBT_Diag:WS20 242.381906529 450.367792349 -13.9993881667 
RTBT_Diag:WS20 250.466866653 490.55845876 -22.8279473528 
RTBT_Diag:WS20 238.977344897 439.977284788 -13.0873775238 
RTBT_Diag:WS20 254.040698008 496.393807145 -16.40491255 
RTBT_Diag:WS20 252.799661714 485.434861731 -14.8111401228 
RTBT_Diag:WS21 575.102607018 218.277887818 -33.0828260491 
RTBT_Diag:WS21 514.891805819 203.365677697 -27.0439785714 
RTBT_Diag:WS21 511.876839945 193.627606127 -29.7729980244 
RTBT_Diag:WS21 528.789086789 217.229395648 -40.1212922249 
RTBT_Diag:WS21 506.20035162 190.32901664 -27.1896804058 
RTBT_Diag:WS21 571.522447386 220.330211888 -45.5814972535 
RTBT_Diag:WS21 542.206199448 213.950210513 -38.9016351643 
RTBT_Diag:WS23 542.972258104 243.611901662 -15.5410691885 
RTBT_Diag:WS23 502.796457123 227.529717662 -8.86527256647 
RTBT_Diag:WS23 504.419443691 217.359406029 -8.53934958956 
RTBT_Diag:WS23 510.834212663 243.632997481 -15.7706766559 
RTBT_Diag:WS23 501.114518479 212.226841728 -3.69498674426 
RTBT_Diag:WS23 551.384614615 256.113754462 -26.1048841878 
RTBT_Diag:WS23 525.560727377 241.945891787 -15.3026909902 
RTBT_Diag:WS24 281.843688991 532.503984974 -18.3622755674 
RTBT_Diag:WS24 262.053343326 502.458461625 -10.8675901922 
RTBT_Diag:WS24 265.40060421 489.453206947 -11.915533063 
RTBT_Diag:WS24 272.5548354 548.102168858 -19.9740439541 
RTBT_Diag:WS24 265.608576917 483.989199415 -12.1398605502 
RTBT_Diag:WS24 289.299174245 555.069261028 -30.0090189285 
RTBT_Diag:WS24 273.82595095 539.304045485 -15.4210478789 
