RTBT_Diag:WS20 212.598363663 434.755501959 -15.3616627509 
RTBT_Diag:WS20 210.84135465 440.088527183 -15.5726556018 
RTBT_Diag:WS20 211.717618832 437.407243594 -14.3119572638 
RTBT_Diag:WS20 212.527275572 432.097674107 -12.7225279699 
RTBT_Diag:WS20 213.088910692 435.779083077 -12.1439139576 
RTBT_Diag:WS21 467.189720193 179.869432723 -17.5044799552 
RTBT_Diag:WS21 469.368084985 180.46660481 -20.5646946261 
RTBT_Diag:WS21 467.444358148 179.730492639 -17.3646276205 
RTBT_Diag:WS21 467.300794796 179.434983225 -16.1967204063 
RTBT_Diag:WS21 470.445680354 179.697884035 -16.8410362412 
RTBT_Diag:WS23 461.335413625 197.654633903 6.2484870415 
RTBT_Diag:WS23 457.869094929 195.24492037 1.44389162513 
RTBT_Diag:WS23 461.498942565 195.71822359 -0.934288388323 
RTBT_Diag:WS23 457.183434837 193.905070552 5.83800464244 
RTBT_Diag:WS23 452.199589428 193.967160055 8.00074084704 
RTBT_Diag:WS24 243.069192462 473.967874495 -19.6107470616 
RTBT_Diag:WS24 240.268948848 467.596748559 -18.3804761729 
RTBT_Diag:WS24 239.631658409 470.262174558 -16.1311392409 
RTBT_Diag:WS24 238.948599422 459.825819804 -16.7589625444 
RTBT_Diag:WS24 239.953209835 462.98278348 -13.8379558329 
