node_id M11 M12 M13 M14 M21 M22 M23 M34 M31 M32 M33 M34 M41 M42 M43 M44
Begin_Of_RTBT1 -4.84784688436 11.2210356972 0.0 0.0 -0.167402207667 0.181199235243 0.0 0.0 0.0 0.0 -0.877493214739 -1.12635656097 0.0 0.0 -0.055784627056 -1.21121549755
Ring_Mag:EKick01 -4.84784688436 13.2716749293 0.0 0.0 -0.167402207667 0.252010369086 0.0 0.0 0.0 0.0 -0.877493214739 -0.755176931136 0.0 0.0 -0.055784627056 -1.1876186003
Ring_Mag:EKick02 -4.84784688436 15.4725974148 0.0 0.0 -0.167402207667 0.328010971367 0.0 0.0 0.0 0.0 -0.877493214739 -0.356795011644 0.0 0.0 -0.055784627056 -1.16229237962
Ring_Mag:EKick03 -4.84784688436 17.7995639193 0.0 0.0 -0.167402207667 0.408364031047 0.0 0.0 0.0 0.0 -0.877493214739 0.0644017314304 0.0 0.0 -0.055784627056 -1.13551575863
Ring_Mag:EKick04 -4.84784688436 20.3834663087 0.0 0.0 -0.167402207667 0.497589407733 0.0 0.0 0.0 0.0 -0.877493214739 0.532105614886 0.0 0.0 -0.055784627056 -1.10578255241
Ring_Mag:EKick05 -4.84784688436 23.219456736 0.0 0.0 -0.167402207667 0.595519699218 0.0 0.0 0.0 0.0 -0.877493214739 1.04543914551 0.0 0.0 -0.055784627056 -1.07314854559
Ring_Mag:EKick06 -4.84784688436 26.0554471634 0.0 0.0 -0.167402207667 0.693449990703 0.0 0.0 0.0 0.0 -0.877493214739 1.55877267613 0.0 0.0 -0.055784627056 -1.04051453876
Ring_Mag:EKick07 -4.84784688436 28.8914375907 0.0 0.0 -0.167402207667 0.791380282189 0.0 0.0 0.0 0.0 -0.877493214739 2.07210620675 0.0 0.0 -0.055784627056 -1.00788053193
Ring_Mag:QTH_C10 3.02627225284 34.1374434811 0.0 0.0 0.0576249362471 0.980469619496 0.0 0.0 0.0 0.0 -1.60330992245 3.38055441928 0.0 0.0 0.163821396257 -0.969124636062
Ring_Mag:QTV_C11 5.47297224424 25.1755404934 0.0 0.0 0.123939982744 0.752837008931 0.0 0.0 0.0 0.0 -1.38560917917 5.60840539703 0.0 0.0 0.1434077664 -1.30216291735
Ring_Mag:EKick08 0.569697428461 23.9856419147 0.0 0.0 -0.0237419437029 0.755724387147 0.0 0.0 0.0 0.0 -0.244005511323 5.99280505983 0.0 0.0 -0.116948282316 -1.22600403727
Ring_Mag:EKick09 0.569697428461 23.6956659237 0.0 0.0 -0.0237419437029 0.767809036492 0.0 0.0 0.0 0.0 -0.244005511323 6.11700386509 0.0 0.0 -0.116948282316 -1.16647736157
Ring_Mag:EKick10 0.569697428461 23.4051202351 0.0 0.0 -0.0237419437029 0.77991742778 0.0 0.0 0.0 0.0 -0.244005511323 6.24144667587 0.0 0.0 -0.116948282316 -1.10683373759
Ring_Mag:EKick11 0.569697428461 23.1168533363 0.0 0.0 -0.0237419437029 0.791930851294 0.0 0.0 0.0 0.0 -0.244005511323 6.36491346459 0.0 0.0 -0.116948282316 -1.04765790674
Ring_Mag:EKick12 0.569697428461 22.8381003846 0.0 0.0 -0.0237419437029 0.803547784348 0.0 0.0 0.0 0.0 -0.244005511323 6.48430536128 0.0 0.0 -0.116948282316 -0.9904351122
Ring_Mag:EKick13 0.569697428461 22.5707413814 0.0 0.0 -0.0237419437029 0.814689878527 0.0 0.0 0.0 0.0 -0.244005511323 6.59881714775 0.0 0.0 -0.116948282316 -0.935551283309
Ring_Mag:EKick14 0.569697428461 22.3023569229 0.0 0.0 -0.0237419437029 0.825874708206 0.0 0.0 0.0 0.0 -0.244005511323 6.71376814413 0.0 0.0 -0.116948282316 -0.88045694751
RTBT_Mag:ExSptm 0.569697428461 18.7062438815 0.0 0.0 -0.0237419437029 0.975741478022 0.0 0.0 0.0 0.0 -0.244005511323 8.25400925737 0.0 0.0 -0.116948282316 -0.142241849131
RTBT_POST_SEPTUM 0.720091547479 15.3257991292 0.0 0.0 -0.0182187204084 1.0009609933 0.0 0.0 0.0 0.0 0.122516030006 8.70286817242 0.0 0.0 -0.110823505467 0.289901994977
RTBT_Mag:QV01 -1.47258125802 13.7487644512 0.0 0.0 -0.187411782383 1.07069164623 0.0 0.0 0.0 0.0 1.46241853025 8.20560390795 0.0 0.0 -0.0210613064583 0.565624165936
RTBT_Diag:BLM02 -2.42279474126 16.1906478252 0.0 0.0 -0.258807150043 1.3167666937 0.0 0.0 0.0 0.0 2.2100967595 6.32794843098 0.0 0.0 0.0262919062967 0.52774785637
RTBT_Mag:QH02 -2.42279474126 16.1906478252 0.0 0.0 -0.258807150043 1.3167666937 0.0 0.0 0.0 0.0 2.2100967595 6.32794843098 0.0 0.0 0.0262919062967 0.52774785637
RTBT_Diag:WS02 2.82966853548 6.33311763023 0.0 0.0 0.17360961279 0.741956194945 0.0 0.0 0.0 0.0 0.314023763492 4.5787464431 0.0 0.0 -0.145636874414 1.06095690208
RTBT_Diag:BCM02 2.82966853548 4.44572871707 0.0 0.0 0.17360961279 0.626158583214 0.0 0.0 0.0 0.0 0.314023763492 4.36929259285 0.0 0.0 -0.145636874414 1.15809669731
RTBT_Diag:BLM03 2.76940971863 2.03637428018 0.0 0.0 0.15979886034 0.478589455466 0.0 0.0 0.0 0.0 0.431577459492 4.09880328147 0.0 0.0 -0.109064657212 1.2812657681
RTBT_Mag:QV03 2.76940971863 2.03637428018 0.0 0.0 0.15979886034 0.478589455466 0.0 0.0 0.0 0.0 0.431577459492 4.09880328147 0.0 0.0 -0.109064657212 1.2812657681
RTBT_Diag:BLM04 2.16846403958 -7.28445651972 0.0 0.0 0.0525474788441 0.284634729409 0.0 0.0 0.0 0.0 1.48022168126 -1.24620402157 0.0 0.0 0.204722897332 0.503217532527
RTBT_Mag:QH04 2.16846403958 -7.28445651972 0.0 0.0 0.0525474788441 0.284634729409 0.0 0.0 0.0 0.0 1.48022168126 -1.24620402157 0.0 0.0 0.204722897332 0.503217532527
RTBT_Diag:BLM05 0.333780083133 -7.79884846141 0.0 0.0 0.136563144592 -0.194844669798 0.0 0.0 0.0 0.0 1.57499929976 -8.60807915193 0.0 0.0 0.0801996065402 0.196594016896
RTBT_Mag:QV05 0.333780083133 -7.79884846141 0.0 0.0 0.136563144592 -0.194844669798 0.0 0.0 0.0 0.0 1.57499929976 -8.60807915193 0.0 0.0 0.0801996065402 0.196594016896
RTBT_Mag:DCV05 3.42271290434 -9.6812856635 0.0 0.0 0.224896671613 -0.343963678977 0.0 0.0 0.0 0.0 -1.74781901095 -8.03289793855 0.0 0.0 0.146261107948 0.100067885421
RTBT_Diag:BLM06 2.53792283696 -20.284272847 0.0 0.0 0.179543777059 -1.04097529025 0.0 0.0 0.0 0.0 -1.63174176411 -2.61008518966 0.0 0.0 0.161600654298 -0.354350509559
RTBT_Mag:QH06 2.53792283696 -20.284272847 0.0 0.0 0.179543777059 -1.04097529025 0.0 0.0 0.0 0.0 -1.63174176411 -2.61008518966 0.0 0.0 0.161600654298 -0.354350509559
RTBT_Mag:DCH06 -5.44072715692 -17.9536598364 0.0 0.0 -0.23422085907 -0.956695948942 0.0 0.0 0.0 0.0 -0.719629330223 -1.8681299858 0.0 0.0 0.319895792348 -0.559167144921
RTBT_Diag:BLM07 -5.38985715329 -1.06540623697 0.0 0.0 -0.224240220149 -0.229858954308 0.0 0.0 0.0 0.0 -0.704896747901 0.365443243499 0.0 0.0 0.254487000541 -1.5505824905
RTBT_Mag:QV07 -5.38985715329 -1.06540623697 0.0 0.0 -0.224240220149 -0.229858954308 0.0 0.0 0.0 0.0 -0.704896747901 0.365443243499 0.0 0.0 0.254487000541 -1.5505824905
RTBT_Diag:BPM07 -5.44096532899 1.91292115239 0.0 0.0 -0.15357231781 -0.129798339474 0.0 0.0 0.0 0.0 -0.509864357811 0.696685060507 0.0 0.0 -0.341584337275 -1.49456082513
RTBT_Mag:DCV07 -5.44096532899 3.00499906743 0.0 0.0 -0.15357231781 -0.0989742252777 0.0 0.0 0.0 0.0 -0.509864357811 0.799021975221 0.0 0.0 -0.341584337275 -1.42600006646
RTBT_Diag:BLM08 -4.57636888379 19.8737423388 0.0 0.0 -0.137210942412 0.377350462653 0.0 0.0 0.0 0.0 -0.61360058576 2.38437504732 0.0 0.0 -0.325200240884 -0.36603723247
RTBT_Mag:QH08 -4.57636888379 19.8737423388 0.0 0.0 -0.137210942412 0.377350462653 0.0 0.0 0.0 0.0 -0.61360058576 2.38437504732 0.0 0.0 -0.325200240884 -0.36603723247
RTBT_Diag:BPM08 3.42332073339 19.7748927163 0.0 0.0 0.0190768772473 0.402312055513 0.0 0.0 0.0 0.0 -1.63612626589 3.05631796881 0.0 0.0 -0.205954663011 -0.226472168075
RTBT_Mag:DCH08 3.42332073339 19.0877843186 0.0 0.0 0.0190768772473 0.398483059173 0.0 0.0 0.0 0.0 -1.63612626589 3.38471141614 0.0 0.0 -0.205954663011 -0.185134183843
RTBT_Diag:BLM09 3.06106280392 8.46990275515 0.0 0.0 0.00467627877596 0.339623095991 0.0 0.0 0.0 0.0 -1.27935927338 8.45480897376 0.0 0.0 -0.186933739981 0.453734204585
RTBT_Mag:QV09 3.06106280392 8.46990275515 0.0 0.0 0.00467627877596 0.339623095991 0.0 0.0 0.0 0.0 -1.27935927338 8.45480897376 0.0 0.0 -0.186933739981 0.453734204585
RTBT_Diag:BPM09 0.00432085935385 7.78943119899 0.0 0.0 -0.128167968804 0.380578248556 0.0 0.0 0.0 0.0 1.96166070144 8.09151371258 0.0 0.0 -0.00299756930551 0.497407694484
RTBT_Diag:BLM10 0.344538221242 7.76664373377 0.0 0.0 -0.0931204120926 0.803298205748 0.0 0.0 0.0 0.0 1.8890913602 1.61005688199 0.0 0.0 -0.0252087528186 0.507869812044
