RTBT_Diag:WS20 2.24191492644 4.31381008165
RTBT_Diag:WS20 2.32755431286 4.30949168443
RTBT_Diag:WS20 2.40873878076 4.3056297905
RTBT_Diag:WS20 2.48432423291 4.30218733586
RTBT_Diag:WS20 2.5544013515 4.29909364078
RTBT_Diag:WS20 2.40067551159 4.16169367795
RTBT_Diag:WS21 2.81509942601 4.74603250051
RTBT_Diag:WS21 2.93239954327 4.74904442002
RTBT_Diag:WS21 3.03645128003 4.75204519158
RTBT_Diag:WS21 3.12773517481 4.75499087105
RTBT_Diag:WS21 3.20827081644 4.75787806902
RTBT_Diag:WS21 3.04584804737 4.55526729533
RTBT_Diag:WS23 4.12423801009 5.91848728212
RTBT_Diag:WS23 4.2537789781 5.92446726131
RTBT_Diag:WS23 4.37375239167 5.92979182203
RTBT_Diag:WS23 4.48723747144 5.93451747249
RTBT_Diag:WS23 4.59700790562 5.93874607572
RTBT_Diag:WS23 4.38039083627 5.71522053981
RTBT_Diag:WS24 4.58340025745 0.329042934813
RTBT_Diag:WS24 4.71997020956 0.329042934813
RTBT_Diag:WS24 4.85265769959 0.329042934813
RTBT_Diag:WS24 4.9815050117 0.329042934813
RTBT_Diag:WS24 5.10680572993 0.329042934813
RTBT_Diag:WS24 4.85265769959 0.0754819139484
